Time_s,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,Permeability_mD,k0_m2,Tortuosity,OutletHConc_raw,ElectrolyteConcentration_input_molL,FluidConductivity_input_S_m,cH_molL,pH,C_molL,zeta,omega0_rad_s,theta_deg,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,RE_abs_norm,TTM_abs_norm,L_abs_norm,sigma_abs_norm,Amax_waveform_schakel2011,Amax_waveform_schakel2011_RE,Amax_waveform_schakel2011_TE,Amax_waveform_spectral,Amax_waveform_spectral_RE,Amax_waveform_spectral_TE,Amax_waveform_schakel2011_norm,Amax_waveform_schakel2011_RE_norm,Amax_waveform_schakel2011_TE_norm,Amax_waveform_spectral_norm,Amax_waveform_spectral_RE_norm,Amax_waveform_spectral_TE_norm
4419.2,73.65333333333334,0.7056,0.7056,True,36736.776810598,3.625638100127886e-11,1.14521715886173,2.66142132087097e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16993.634518429004,2.169710829581092e-05,1.4575536713341118e-09,0.007804175345922136,1208345094.4149172,207468524.9351184,1226026531.5381021,-3.1838920500739424e-07,6.287718389601565e-07,7.047877065716863e-07,6.896098935911545e+26,0.8286416080518386,1.6877983763975224,1.157607912083993,1.377167425339239,1.3927173639354813,1.3927173639354813,0.79260723144106,1.3927173639354813,1.3927173639354813,0.79260723144106,0.9530149468417302,0.9530149468417302,0.6601194925627272,0.9530149468417302,0.9530149468417302,0.6601194925627272
4869.2,81.15333333333334,0.7221,0.7221,True,38627.677176229,3.812255463009861e-11,1.13254520292666,5.36064138891596e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16724.756545308373,2.187082125262468e-05,1.496346602673108e-09,0.008075908146499252,1162968364.70159,212744990.61095986,1182267249.113646,-3.694728636195788e-07,7.37317403136948e-07,8.247103430416431e-07,6.227356234577029e+26,0.7990657699907281,1.9749844740550244,1.1884177581528856,1.4251188801392065,1.3845608759196175,1.3845608759196175,0.8049217639076192,1.3845608759196175,1.3845608759196175,0.8049217639076192,0.9474335882731199,0.9474335882731199,0.6703755974788942,0.9474335882731199,0.9474335882731199,0.6703755974788942
5319.2,88.65333333333334,0.7365,0.7365,True,41102.9384991006,4.056544770322942e-11,1.12038213197898,1.31536507814765e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16205.047326016424,2.22187612161171e-05,1.518594606468097e-09,0.008326126387092738,1089628998.471472,209763097.81453502,1109635936.4740732,-4.060915921865354e-07,8.864952996783982e-07,9.750816876531363e-07,5.7170580790688734e+26,0.7499760267002086,2.3350879618507157,1.2060874095198781,1.4692737581239896,1.3807657019784936,1.3807657019784936,0.8180646294413458,1.3807657019784936,1.3807657019784936,0.8180646294413458,0.9448366094564452,0.9448366094564452,0.6813215759948484,0.9448366094564452,0.9448366094564452,0.6813215759948484
5769.2,96.15333333333334,0.75115,0.75115,True,44540.0525416459,4.395761563657456e-11,1.11048806370079,2.78458255510668e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,15387.874991885554,2.280109314512213e-05,1.5226904796652703e-09,0.008566986629189522,940166789.2051129,179547537.84496728,957157724.6569351,-4.232769104971383e-07,1.1957993750438753e-06,1.2685028530970379e-06,5.300873154497706e+26,0.6469197001176908,3.0377616350988936,1.209340404804505,1.5117772725598022,1.357911918436292,1.357911918436292,0.8168938210619667,1.357911918436292,1.357911918436292,0.8168938210619667,0.9291981189259196,0.9291981189259196,0.6803464733177271,0.9291981189259196,0.9291981189259196,0.6803464733177271
6219.2,103.65333333333334,0.7653,0.7653,True,47405.3340968944,4.678542876450955e-11,1.10464981505447,9.99743003044623e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,14808.002369225098,2.3243244779480343e-05,1.529904896445217e-09,0.008774190903354748,728202957.7579746,-19064715.863133594,728452476.8839794,-7.310843366338924e-07,1.8927576781778523e-06,2.0290431083573933e-06,4.927274968914145e+26,0.4923433680323468,4.859074061584616,1.2150701875972674,1.548341670990511,1.33136600021582,1.33136600021582,0.829429231299926,1.33136600021582,1.33136600021582,0.829429231299926,0.9110331577522754,0.9110331577522754,0.6907865353271319,0.9110331577522754,0.9110331577522754,0.6907865353271319
6669.2,111.15333333333334,0.7804,0.7804,True,50972.6847053333,5.0306130199247066e-11,1.09799679660201,2.77295831303905e-14,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,14128.4746644189,2.3795638080923302e-05,1.5331068923471755e-09,0.00900114659277452,631731412.7349507,-652007026.2645358,907853369.2917705,-2.325782890061158e-06,2.987317757342106e-06,3.785938910631378e-06,4.55149539962015e+26,0.6135960816944466,9.066420266588327,1.217613254012911,1.588391512083284,1.2938999337226265,1.2938999337226265,0.840653178903272,1.2938999337226265,1.2938999337226265,0.840653178903272,0.8853957080500015,0.8853957080500015,0.7001343513734233,0.8853957080500015,0.8853957080500015,0.7001343513734233
7119.2,118.65333333333334,0.79425,0.79425,True,55229.8850057114,5.450766036845722e-11,1.08542198582978,7.03873657780734e-14,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,13424.591152299416,2.4411499627129864e-05,1.5385699106907775e-09,0.009266607825031048,2155123398.779442,-1268281293.9038644,2500618784.307819,-6.542535461263849e-06,-1.9995591842464362e-07,6.545590319536353e-06,4.165180952693237e+26,1.6901076096239993,15.675126865671434,1.2219520535938728,1.635236251668118,1.2752121264731242,1.2752121264731242,0.838261425609859,1.2752121264731242,1.2752121264731242,0.838261425609859,0.8726079306490313,0.8726079306490313,0.6981423900239003,0.8726079306490313,0.8726079306490313,0.6981423900239003
7569.2,126.15333333333334,0.8078,0.8078,True,62701.3739978356,6.188144694047811e-11,1.07498664205791,2.59925567792322e-13,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,12143.400569074789,2.5666983589199815e-05,1.5027200573439375e-09,0.009515380298848797,2241793261.267111,333921807.8369632,2266526152.509989,-2.427326902669482e-06,-3.252509915640385e-06,4.058415533648822e-06,3.911155729693246e+26,1.5318900752916174,9.718936758642583,1.1934796379994834,1.6791360017476546,1.2323489328673898,1.2323489328673898,0.8452686877129162,1.2323489328673898,1.2323489328673898,0.8452686877129162,0.8432773103570536,0.8432773103570536,0.7039783578529021,0.8432773103570536,0.8432773103570536,0.7039783578529021
8019.2,133.65333333333334,0.82375,0.82375,True,72510.8002816605,7.156259829961731e-11,1.07137341733354,1.57076409245223e-12,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,10744.060878066628,2.728731241909009e-05,1.446255039417063e-09,0.009735033083761366,1616634328.7558193,586239622.5779696,1719646314.7961962,-7.796735417897756e-07,-2.2248127392811764e-06,2.357473765842332e-06,3.7012546947616384e+26,1.1622672519047792,5.645587114087565,1.1486343929881722,1.7178971324063474,1.1617776890889422,1.1617776890889422,0.8272142881410145,1.1617776890889422,1.1617776890889422,0.8272142881410145,0.7949864999746623,0.7949864999746623,0.6889418295307217,0.7949864999746623,0.7949864999746623,0.6889418295307217
8469.2,141.15333333333334,0.83965,0.83965,True,87727.5741671511,8.658038699803953e-11,1.06995132308093,8.77029178748822e-12,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,9063.89257219039,2.970897160910311e-05,1.355802623242229e-09,0.009934871686477623,1272236390.8495448,560541198.4357078,1390248851.589389,-3.2879912738624225e-07,-1.527955728979771e-06,1.5629323644649686e-06,3.584755387694449e+26,0.9396354926577305,3.742850056217323,1.0767959182270601,1.7531617442054586,1.0623613186965044,1.0623613186965044,0.7804933879403202,1.0623613186965044,1.0623613186965044,0.7804933879403202,0.7269574156836331,0.7269574156836331,0.6500305305806949,0.7269574156836331,0.7269574156836331,0.6500305305806949
8919.2,148.65333333333334,0.85615,0.85615,True,108230.266466499,1.0681497174099655e-10,1.06257754493758,6.48662836803161e-11,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,7543.225609960328,3.256615194856855e-05,1.2699055921302215e-09,0.0101991259686592,1038532625.8863921,501911515.25935423,1153457924.7551363,-1.5925132039873538e-07,-1.0955582407264702e-06,1.107072193613596e-06,3.390139326384452e+26,0.7795942461295166,2.6511737272276297,1.0085753889968938,1.7997934987850155,0.9871035215837455,0.9871035215837455,0.770346950540419,0.9871035215837455,0.9871035215837455,0.770346950540419,0.6754596693554239,0.6754596693554239,0.6415801142306388,0.6754596693554239,0.6754596693554239,0.6415801142306388
9369.2,156.15333333333334,0.87075,0.87075,True,137344.031536101,1.3554802483891289e-10,1.05121977839913,2.23064398095441e-10,,,2.23064398095441e-07,6.651569739193987,0.0010002230643980955,-0.06046815374186741,3141592.653589793,45.0,6110.922362154706,3.6181920114527665e-05,1.0931426156580755e-09,0.01048302563828253,807033914.5523136,409859436.3240156,905145566.6253195,-8.139979793478576e-08,-7.070170924147722e-07,7.116874988858962e-07,3.4559996740804213e+26,0.6117659435219879,1.7043217325185458,0.868187954796697,1.8498919857794314,0.8390592644409394,0.8390592644409394,0.7000293948077811,0.8390592644409394,0.8390592644409394,0.7000293948077811,0.5741552744331884,0.5741552744331884,0.583016443137093,0.5741552744331884,0.5741552744331884,0.583016443137093
9819.2,163.65333333333334,0.885,0.885,True,166807.420403288,1.6462612980890035e-10,1.04566830117873,1.21191847709783e-09,,,1.21191847709783e-06,5.916526593154335,0.0010012119184770979,-0.05090454503397979,3141592.653589793,45.0,5141.034986176978,3.944752079734214e-05,8.624417672607731e-10,0.010717506864574684,593285253.8474922,309542602.47501487,669181601.0470463,-4.370018076905632e-08,-4.1639534996466874e-07,4.1868221035941705e-07,3.860269259446841e+26,0.4522836200572837,1.0026439852484488,0.6849623675119669,1.8912698242299588,0.6536192641454146,0.6536192641454146,0.5603439809701312,0.6536192641454146,0.6536192641454146,0.5603439809701312,0.4472615509826657,0.4472615509826657,0.46668005249720906,0.4472615509826657,0.4472615509826657,0.46668005249720906
10269.2,171.15333333333334,0.8994,0.8994,True,206839.505477594,2.0413472731631518e-10,1.03987766650634,3.88193531312219e-09,,,3.88193531312219e-06,5.410951705781286,0.0010038819353131222,-0.044313675169121824,3141592.653589793,45.0,4236.953905665866,4.3452835740696134e-05,6.965305400862641e-10,0.010979442304526764,449584373.137512,239637531.86778596,509462712.3245957,-3.040579576538061e-08,-2.686188824719051e-07,2.7033426796575603e-07,4.1350036996358076e+26,0.34433349550232334,0.6473860629275988,0.5531935324714143,1.937492383239015,0.5276850318662373,0.5276850318662373,0.45189750357379005,0.5276850318662373,0.5276850318662373,0.45189750357379005,0.36108670403313475,0.36108670403313475,0.3763608744865157,0.36108670403313475,0.36108670403313475,0.3763608744865157
10719.2,178.65333333333334,0.91685,0.91685,True,262952.24999717,2.5951370230963205e-10,1.03200592566476,2.32172961229036e-08,,,2.32172961229036e-05,4.634188359415623,0.0010232172961229036,-0.03411316240121368,3141592.653589793,45.0,3423.3854841407165,4.8341162615846065e-05,4.951308810510452e-10,0.011492693438027756,294620773.8338436,161257016.46179077,335864892.0810436,-2.0284039766199336e-08,-1.4220217628189282e-07,1.436415720066558e-07,4.692246556626163e+26,0.22700293762243423,0.3439872883074504,0.39323932743909396,2.0280634827781023,0.3629118645318158,0.3629118645318158,0.3357235547045609,0.3629118645318158,0.3629118645318158,0.3357235547045609,0.24833497466255747,0.24833497466255747,0.2796059053990724,0.24833497466255747,0.24833497466255747,0.2796059053990724
11169.2,186.15333333333334,0.9327,0.9327,True,371249.444723699,3.663947271098806e-10,1.02202862406181,5.466280176774e-08,,,5.466280176774e-05,4.262308112103934,0.00105466280176774,-0.029148554709931263,3141592.653589793,45.0,2490.747496527642,5.667351408713396e-05,3.7075935785475414e-10,0.012167381562205426,202868580.61084884,114264530.38458538,232834799.59634537,-1.8229680478791877e-08,-8.887611234581305e-08,9.072642721977113e-08,4.8363780664005e+26,0.15736739604313135,0.21726814348499499,0.29446186070047004,2.1471226358206117,0.2698095511215129,0.2698095511215129,0.259945047957491,0.2698095511215129,0.2698095511215129,0.259945047957491,0.1846265018861153,0.1846265018861153,0.21649410495525223,0.1846265018861153,0.1846265018861153,0.21649410495525223
11619.2,193.65333333333334,0.951,0.95,False,672778.377251706,6.639806562458987e-10,1.01659832715406,2.64597420429013e-07,,,0.000264597420429013,3.5774143940824037,0.001264597420429013,-0.019702282061762687,3141592.653589793,45.0,1407.404020458908,7.539379421074729e-05,1.9309661802116273e-10,0.014938229782842217,86663641.19386669,53099082.73165507,101637096.04235265,-7.492516923895444e-09,-2.879079310370874e-08,2.97497491988659e-08,6.0234790060672126e+26,0.06869404905666747,0.07124355026043884,0.15335982284162433,2.6360816533821647,,,,,,,,,,,,
12069.2,201.15333333333334,0.9641,0.95,False,1232602.58463909,1.2164842104205401e-09,1.01291593983559,8.26752833683047e-07,,,0.000826752833683047,3.0826243078738282,0.0018267528336830471,-0.01265761149631118,3141592.653589793,45.0,770.9810852669226,0.00010186456425514593,9.231728899828104e-11,0.021656845903737194,30014856.96859376,20816374.204828594,36526881.52416785,-1.2667185092038237e-09,-5.101305188844059e-09,5.256223968904567e-09,9.15355910061232e+26,0.02468763363981474,0.012587402132554826,0.0733195807937132,3.8216853661293895,,,,,,,,,,,,
12519.2,208.65333333333334,0.9774,0.95,False,2053874.74023785,2.027016836422182e-09,1.01058930624514,2.33935621313291e-06,,,0.00233935621313291,2.630903643253166,0.00333935621313291,-0.006549843683792214,3141592.653589793,45.0,463.7581458073035,0.00013134066716082021,3.7221802383832653e-11,0.03968043072817101,6898386.142903666,5515793.4717924055,8832423.733045932,-1.1409087621325086e-10,-5.210260583501309e-10,5.333712417397298e-10,1.317321720149526e+27,0.005969621061923119,0.0012772968475917672,0.02956203520252702,7.002225629235947,,,,,,,,,,,,
12969.2,216.15333333333334,0.9874,0.95,False,3553206.49832368,3.506742282907051e-09,1.00627443603553,5.82276466996916e-06,,,0.00582276466996916,2.23487076177229,0.00682276466996916,-0.0020739553403702283,3141592.653589793,45.0,269.2175177191376,0.00017238256385277705,9.036373215639081e-12,0.08142035274344371,829492.1676448463,733820.383531563,1107497.002917189,8.61014564264717e-11,-2.9060016652781546e-11,9.087323790104292e-11,4.982656666444195e+26,0.0007485303733668593,0.0002176197200337598,0.007176804077062229,14.367880344524968,,,,,,,,,,,,
13419.2,223.65333333333334,0.99495,0.95,False,4462221.74961077,4.403870614457635e-09,1.00507431887189,1.84668446707213e-05,,,0.018466844670721298,1.7336073037562454,0.0194668446707213,0.0017458104439796902,3141592.653589793,45.0,214.63022363722993,0.00019306322407523319,6.8127912586532204e-12,0.23258775008274782,-220412.65126432455,-208862.17657845354,303653.0020310319,-1.3868603544715618e-11,-2.1878775766421385e-12,1.4040120105286567e-11,3.226672997135805e+26,0.00020523170210443582,3.3622737311066575e-05,0.005410806627226984,41.04370529222857,,,,,,,,,,,,
13869.2,231.15333333333334,0.9987,0.95,False,4650952.6461532,4.590133533685249e-09,1.00377814955372,3.94609765745291e-05,,,0.0394609765745291,1.4038321710939374,0.0404609765745291,0.0029598648848731587,3141592.653589793,45.0,206.1866524427623,0.00019697663755987986,1.134514983865573e-11,0.48404764545976886,-176395.09113820296,-170649.159386673,245430.9755858723,7.911904239666152e-13,-4.852935405473205e-12,4.917007660831112e-12,3.6112526131300375e+26,0.00016588084600425984,1.1775060020631645e-05,0.009010464228727401,85.41769246479993,,,,,,,,,,,,
14319.2,238.65333333333334,1.0,0.95,False,4667231.38137131,4.606199396766532e-09,1.00370574582253,5.73310510253036e-05,,,0.0573310510253036,1.2416100964198882,0.0583310510253036,0.003162865844669777,3141592.653589793,45.0,205.48232017292287,0.00019731393742623168,1.2107251502168547e-11,0.6978833876117047,-130585.90968665287,-127099.70268631839,182227.91836500022,2.082109673463541e-13,-3.765437764378548e-12,3.77118991358582e-12,2.4336934615582108e+26,0.000123163431966252,9.03109993816195e-06,0.009615735192565948,123.1523159723001,,,,,,,,,,,,
