Porosity_used,k0_m2,Permeability_mD,Tortuosity,OutletHConc,C_molL,pH,eta_Pa_s,K_f_Pa,omega_rad_s,theta_deg,Lambda_m,debye_d_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,RE_energy_proxy,TTM_energy_proxy_abs,matrix_cond,coefficient_combined_log_metric,Time_s,component,RE_abs_norm
0.545,1.8581234013843514e-11,18827.4347295717,1.08542198582978,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.7206134993972622e-05,9.659384446620077e-09,1.4978806275827728e-09,0.006363192054397134,1656357087.8662453,128252160.72884548,1661314966.9031355,-1.283359451558422e-07,5.206226141563658e-07,5.362070693212198e-07,2.759967419256366e+18,2.875180211900515e-13,1.074446880303214e+27,9.220451977677412,7119.2,tortuosity,1.1228425080884301
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,7.03873657780734e-14,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.659384446620077e-09,1.2591082491049487e-09,0.0056668312089938715,1478876215.753876,45038663.80946874,1479561875.2726252,-7.907110365964766e-08,4.1002349140375056e-07,4.1757813991740067e-07,2.1891033427602473e+18,1.7437150293687624e-13,1.4114610550198504e+27,9.1701331320702,7119.2,fluid_chemistry,1.0
0.8078,6.188144694047811e-11,62701.3739978356,1.07498664205791,2.59925567792322e-13,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,2.5666983589199815e-05,9.659384446620077e-09,1.5027200573439375e-09,0.009515380298848797,2241793261.267111,333921807.83696705,2266526152.5099897,-2.427326902669468e-06,-3.2525099156403784e-06,4.058415533648807e-06,5.137140800011737e+18,1.6470736643761933e-11,3.911155818453509e+26,9.355360734568432,7569.2,full_path,1.5318900752916182
0.8078,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4975006959005225e-05,9.659384446620077e-09,2.272122073182945e-09,0.008403622177883822,1114586653.1820326,-802368976.1459194,1373353334.4820538,-4.888826556362401e-06,5.476103851094244e-06,7.340867693002201e-06,1.8860993813329759e+18,5.388833848616346e-11,3.261946479079885e+26,9.1377822863076,7569.2,porosity,0.9282162222712035
0.545,6.188144694047811e-11,62701.3739978356,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,3.3270831874136956e-05,9.659384446620077e-09,6.899345249652777e-10,0.005660892467310044,816037328.4473966,28050534.99367649,816519291.8314886,-2.2520223527899534e-08,1.2469824076830319e-07,1.267154754497503e-07,6.667037539329957e+17,1.6056811718456275e-14,2.5604990934997173e+27,8.911966450232494,7569.2,permeability,0.5518655931040641
0.545,1.8581234013843514e-11,18827.4347295717,1.07498664205791,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.7123224577500177e-05,9.659384446620077e-09,1.519744914042663e-09,0.006425038625619645,1671571842.787194,136457443.13240296,1677132391.7285745,-1.3447700053869558e-07,5.308363211372839e-07,5.476050250978801e-07,2.812773059385209e+18,2.998712635124499e-13,1.0499626938088617e+27,9.22456734688022,7569.2,tortuosity,1.1335331220396205
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,2.59925567792322e-13,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.659384446620077e-09,1.2591082491049487e-09,0.0056668312089938715,1478876215.753876,45038663.80946874,1479561875.2726252,-7.907110365964766e-08,4.1002349140375056e-07,4.1757813991740067e-07,2.1891033427602473e+18,1.7437150293687624e-13,1.4114610550198504e+27,9.1701331320702,7569.2,fluid_chemistry,1.0
0.82375,7.156259829961731e-11,72510.8002816605,1.07137341733354,1.57076409245223e-12,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,2.728731241909009e-05,9.659384446620077e-09,1.446255039417063e-09,0.009735033083761366,1616634328.7558188,586239622.577969,1719646314.7961955,-7.796735417897766e-07,-2.2248127392811785e-06,2.357473765842334e-06,2.9571834479921357e+18,5.5576825566348355e-12,3.701254683123054e+26,9.23543913334515,8019.2,full_path,1.162267251904779
0.82375,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4829320226414248e-05,9.659384446620077e-09,2.3397500529361e-09,0.00856978909170913,2089238497.054159,-1759643651.0892344,2731531306.134303,-1.1466728841094138e-05,3.6715539496262863e-06,1.2040190144686109e-05,7.461263276391772e+18,1.449661787201965e-10,2.9548931402273406e+26,9.436406182336768,8019.2,porosity,1.8461757847274816
0.545,7.156259829961731e-11,72510.8002816605,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,3.577885845131759e-05,9.659384446620077e-09,6.415703753246363e-10,0.005660387817429327,759299150.7142978,26383226.211813748,759757378.9709433,-2.0158850561813095e-08,1.0775144088628677e-07,1.0962094813056701e-07,5.772312749007976e+17,1.2016752269044464e-14,2.7533931438568906e+27,8.880674926758957,8019.2,permeability,0.5135015923757497
0.545,1.8581234013843514e-11,18827.4347295717,1.07137341733354,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.7094423226555435e-05,9.659384446620077e-09,1.5274396554834793e-09,0.006446733982909513,1676886418.5236022,139366417.70795438,1682667839.7751772,-1.365245543985226e-07,5.34499009148706e-07,5.51659446338648e-07,2.8313710590136617e+18,3.0432814473466367e-13,1.0415089568341144e+27,9.225998394294372,8019.2,tortuosity,1.1372743971691806
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,1.57076409245223e-12,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.659384446620077e-09,1.2591082491049487e-09,0.0056668312089938715,1478876215.753876,45038663.80946874,1479561875.2726252,-7.907110365964766e-08,4.1002349140375056e-07,4.1757813991740067e-07,2.1891033427602473e+18,1.7437150293687624e-13,1.4114610550198504e+27,9.1701331320702,8019.2,fluid_chemistry,1.0
0.83965,8.658038699803953e-11,87727.5741671511,1.06995132308093,8.77029178748822e-12,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,2.970897160910311e-05,9.659384446620077e-09,1.355802623242229e-09,0.009934871686477623,1272236390.8495443,560541198.435707,1390248851.5893884,-3.2879912738624177e-07,-1.5279557289797678e-06,1.5629323644649656e-06,1.9327918693456133e+18,2.442757575892048e-12,3.584755380473983e+26,9.14309254500152,8469.2,full_path,0.9396354926577302
0.83965,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4688241725718874e-05,9.659384446620077e-09,2.4078209880861015e-09,0.008735441938741326,3690107900.9331164,-882692438.1690785,3794211678.4557347,-1.2103818361331987e-05,-5.52229404105868e-06,1.3304065183244915e-05,1.4396042260929884e+19,1.7699815040002955e-10,2.670208491132215e+26,9.57912155644743,8469.2,porosity,2.564415684039311
0.545,8.658038699803953e-11,87727.5741671511,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,3.9354390535602815e-05,9.659384446620077e-09,5.832795463936788e-10,0.005659779585541985,690825680.6117504,24319848.261259347,691253626.4007146,-1.4063286304322467e-08,8.974043043627906e-08,9.083568063578311e-08,4.7783157601213875e+17,8.251120876565982e-15,3.022345273461963e+27,8.839637422680477,8469.2,permeability,0.4672015668647475
0.545,1.8581234013843514e-11,18827.4347295717,1.06995132308093,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.7083074264113646e-05,9.659384446620077e-09,1.5304859795194439e-09,0.0064553130714285634,1678984713.6480165,140521096.93499798,1684854844.5927105,-1.3717016350519894e-07,5.359764635778262e-07,5.53250777916702e-07,2.8387358473475267e+18,3.0608642326543585e-13,1.038222859262723e+27,9.226562491018704,8469.2,tortuosity,1.1387525407021304
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,8.77029178748822e-12,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.659384446620077e-09,1.2591082491049487e-09,0.0056668312089938715,1478876215.753876,45038663.80946874,1479561875.2726252,-7.907110365964766e-08,4.1002349140375056e-07,4.1757813991740067e-07,2.1891033427602473e+18,1.7437150293687624e-13,1.4114610550198504e+27,9.1701331320702,8469.2,fluid_chemistry,1.0
0.85615,1.0681497174099655e-10,108230.266466499,1.06257754493758,6.48662836803161e-11,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,3.256615194856855e-05,9.659384446620077e-09,1.2699055921302215e-09,0.0101991259686592,1038532625.8863916,501911515.25935405,1153457924.7551358,-1.5925132039873528e-07,-1.095558240726469e-06,1.1070721936135947e-06,1.3304651841804244e+18,1.2256088418724165e-12,3.390139338854352e+26,9.062001757175324,8919.2,full_path,0.7795942461295163
0.85615,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4546014856192566e-05,9.659384446620077e-09,2.479145381028172e-09,0.008907352979960719,3529397113.1274643,362724941.6769997,3547987227.353991,-6.597245417958543e-06,-8.47295718895667e-06,1.0738465934697911e-05,1.258821336546706e+19,1.1531465063066748e-10,2.395718012774075e+26,9.54998204771559,8919.2,porosity,2.3979985471714294
0.545,1.0681497174099655e-10,108230.266466499,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,4.371188093096213e-05,9.659384446620077e-09,5.251334431381969e-10,0.005659172860493498,622423346.6342871,22201055.9379391,622819162.6147877,-1.4159441975447287e-08,7.220724206274359e-08,7.35824408630463e-08,3.8790370932018534e+17,5.414375603363706e-15,3.3606649512113476e+27,8.79436196627539,8919.2,permeability,0.4209483719631709
0.545,1.8581234013843514e-11,18827.4347295717,1.06257754493758,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.7024106823637262e-05,9.659384446620077e-09,1.546445293908454e-09,0.006500165544128556,1689924474.265591,146598107.54227158,1696271126.2816477,-1.4239949616538485e-07,5.43316182662588e-07,5.616672421026547e-07,2.8773357338568095e+18,3.154700908512021e-13,1.021171856680626e+27,9.229495269640767,8919.2,tortuosity,1.146468528711644
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,6.48662836803161e-11,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.659384446620077e-09,1.2591082491049487e-09,0.0056668312089938715,1478876215.753876,45038663.80946874,1479561875.2726252,-7.907110365964766e-08,4.1002349140375056e-07,4.1757813991740067e-07,2.1891033427602473e+18,1.7437150293687624e-13,1.4114610550198504e+27,9.1701331320702,8919.2,fluid_chemistry,1.0
0.87075,1.3554802483891289e-10,137344.031536101,1.05121977839913,2.23064398095441e-10,0.0010002230643980955,6.651569739193987,0.001,2220000000.0,3141592.653589793,45.0,3.6181920114527665e-05,9.658790197726119e-09,1.0931426156580755e-09,0.01048302563828253,807033914.5523133,409859436.3240156,905145566.6253194,-8.139979793478559e-08,-7.070170924147712e-07,7.116874988858952e-07,8.192884967814705e+17,5.064990960704611e-13,3.455999692069024e+26,8.956718428595691,9369.2,full_path,0.6117659435219879
0.87075,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4423551705443262e-05,9.659384446620077e-09,2.5428328959180747e-09,0.00905947421566336,3124456999.771878,761815487.9003668,3215990419.921732,-3.9272439229464375e-06,-8.205728993677991e-06,9.09710026041306e-06,1.0342594381028358e+19,8.275723314800736e-11,2.1688343827513234e+26,9.507314746363315,9369.2,porosity,2.1736099541826537
0.545,1.3554802483891289e-10,137344.031536101,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,4.9241358555456266e-05,9.659384446620077e-09,4.661636931941414e-10,0.005658557538055872,552950130.4795796,19988443.080688592,553311290.9151357,-1.0515984930483058e-08,5.710425019597902e-08,5.806445840187538e-08,3.0615338465417395e+17,3.3714813295031165e-15,3.7823936727429796e+27,8.742969532553042,9369.2,permeability,0.3739696866771335
0.545,1.8581234013843514e-11,18827.4347295717,1.05121977839913,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.693287804640816e-05,9.659384446620077e-09,1.5715761335521433e-09,0.00657048360706647,1706971838.115046,156260595.47502232,1714109165.081404,-1.467687228217513e-07,5.561841006791362e-07,5.752232713016638e-07,2.9381702298160676e+18,3.3088181184698754e-13,9.948266552407757e+26,9.2340384770287,9369.2,tortuosity,1.1585248266589465
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,2.23064398095441e-10,0.0010002230643980955,6.651569739193987,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.658790197726119e-09,1.1713427596170963e-09,0.005665353473801943,1375966585.319465,41849168.58251134,1376602846.4400165,-6.941902469555007e-08,3.5468394616310606e-07,3.614134787961214e-07,1.8950353968267556e+18,1.306197026555145e-13,1.5178018785163692e+27,9.138808663221429,9369.2,fluid_chemistry,0.9304124886202293
0.885,1.6462612980890035e-10,166807.420403288,1.04566830117873,1.21191847709783e-09,0.0010012119184770979,5.916526593154335,0.001,2220000000.0,3141592.653589793,45.0,3.944752079734214e-05,9.654019232965483e-09,8.624417672607731e-10,0.010717506864574684,593285253.8474921,309542602.47501445,669181601.0470461,-4.370018076905633e-08,-4.1639534996466837e-07,4.186822103594167e-07,4.4780401517988794e+17,1.7529479327144685e-13,3.8602692479713374e+26,8.82554399165439,9819.2,full_path,0.4522836200572836
0.885,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4306958649769417e-05,9.659384446620077e-09,2.6055108361417364e-09,0.009207954104701604,2838612266.6029844,907744921.1460532,2980221542.431936,-2.5902040215016204e-06,-7.821391507598906e-06,8.239133570233187e-06,8.881720441975386e+18,6.788332198814347e-11,1.96115730771492e+26,9.474248549673378,9819.2,porosity,2.014259486027104
0.545,1.6462612980890035e-10,166807.420403288,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,5.426662519671672e-05,9.659384446620077e-09,4.229949639043232e-10,0.005658107090293052,502026588.7372561,18326783.72336759,502360992.5151526,-9.132409748866377e-09,4.696238829508708e-08,4.7842103028605695e-08,2.5236656680080918e+17,2.2888668221997223e-15,4.166933778723181e+27,8.701015909803354,9819.2,permeability,0.3395336152620093
0.545,1.8581234013843514e-11,18827.4347295717,1.04566830117873,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.6888107712015178e-05,9.659384446620077e-09,1.5841083888745692e-09,0.0066054101591518,1715391581.6635122,161120859.2505354,1722941731.3791192,-1.5011915880182853e-07,5.622516364824739e-07,5.819473039430534e-07,2.968528209727677e+18,3.386626645665886e-13,9.8221567418556e+26,9.236270590176744,9819.2,tortuosity,1.1644945440768733
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,1.21191847709783e-09,0.0010012119184770979,5.916526593154335,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.654019232965483e-09,9.860897303111685e-10,0.005667108215740731,1158175219.2599678,35283308.59391945,1158712540.0086117,-4.857095067822591e-08,2.514616164779251e-07,2.5610951136472414e-07,1.3426147503732086e+18,6.559208181147776e-14,1.8021588809171058e+27,9.063975707083062,9819.2,fluid_chemistry,0.7831457131829018
0.8994,2.0413472731631518e-10,206839.505477594,1.03987766650634,3.88193531312219e-09,0.0010038819353131222,5.410951705781286,0.001,2220000000.0,3141592.653589793,45.0,4.3452835740696134e-05,9.641172325810223e-09,6.965305400862641e-10,0.010979442304526764,449584373.1375119,239637531.86778596,509462712.32459563,-3.040579576538056e-08,-2.6861888247190455e-07,2.703342679657555e-07,2.595522552491337e+17,7.30806164365809e-14,4.1350037155362466e+26,8.707112403407663,10269.2,full_path,0.3443334955023234
0.8994,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4191964485114086e-05,9.659384446620077e-09,2.6693633024087853e-09,0.00935800230994192,2639679767.026135,968965367.3052602,2811903831.1229935,-1.8150605285591012e-06,-7.65739518309157e-06,7.869570872186568e-06,7.906803155484168e+18,6.193014571236726e-11,1.7641024282362106e+26,9.44900046345774,10269.2,porosity,1.9004976257615924
0.545,2.0413472731631518e-10,206839.505477594,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,6.042850865408213e-05,9.659384446620077e-09,3.798618828980758e-10,0.005657657013157231,451089059.9250174,16630203.721989943,451395506.91147876,-6.207315410900333e-09,3.8151725246887616e-08,3.865339446833102e-08,2.0375790365987088e+17,1.4940849039244029e-15,4.63321706646355e+27,8.654557231894461,10269.2,permeability,0.3050872791841195
0.545,1.8581234013843514e-11,18827.4347295717,1.03987766650634,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.6841281856298396e-05,9.659384446620077e-09,1.597359007227557e-09,0.00664223908117021,1724235367.8273723,166289403.7406098,1732235483.259479,-1.5147409905186005e-07,5.695038023642709e-07,5.893038126390624e-07,3.000639769463201e+18,3.4727898359093515e-13,9.687940041244741e+26,9.238606930480712,10269.2,tortuosity,1.1707759656488148
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,3.88193531312219e-09,0.0010038819353131222,5.410951705781286,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.641172325810223e-09,8.5842945509944e-10,0.005680098283152162,1007108157.189783,31045395.47577413,1007586550.5545654,-3.750082612334757e-08,1.898368489335065e-07,1.935054034721938e-07,1.0152306568584479e+18,3.7444341172936515e-14,2.0682948205203235e+27,9.003282361824368,10269.2,fluid_chemistry,0.6810033209114061
0.91685,2.5951370230963205e-10,262952.24999717,1.03200592566476,2.32172961229036e-08,0.0010232172961229036,4.634188359415623,0.001,2220000000.0,3141592.653589793,45.0,4.8341162615846065e-05,9.549645030940974e-09,4.951308810510452e-10,0.011492693438027756,294620773.8338435,161257016.4617908,335864892.0810436,-2.028403976619929e-08,-1.422021762818925e-07,1.4364157200665545e-07,1.1280522573261107e+17,2.0632901208543182e-14,4.69224655681294e+26,8.526164609461375,10719.2,full_path,0.22700293762243426
0.91685,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.4056260999739344e-05,9.659384446620077e-09,2.747427596363652e-09,0.009539838730908141,2473685349.192164,999600144.1456188,2668017926.2860847,-1.2207269892551017e-06,-7.804896246187717e-06,7.89978352842981e-06,7.118319654983899e+18,6.240657979605094e-11,1.541243439351118e+26,9.42618874325837,10719.2,porosity,1.8032486311493217
0.545,2.5951370230963205e-10,262952.24999717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,6.813395141050056e-05,9.659384446620077e-09,3.369020422292168e-10,0.005657208742508287,400299964.9676571,14903588.59657546,400577307.0284479,-3.946321718990534e-09,3.02321981613649e-08,3.0488674303383734e-08,1.6046217890616342e+17,9.295592607778117e-16,5.211490906891146e+27,8.60268634258243,10719.2,permeability,0.27074048995391775
0.545,1.8581234013843514e-11,18827.4347295717,1.03200592566476,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.6777417591556493e-05,9.659384446620077e-09,1.6156703946498777e-09,0.006692967432948316,1736358200.9671564,173481391.22042194,1745003035.8614488,-1.560392928782069e-07,5.785952682901657e-07,5.992668399049789e-07,3.0450355951656724e+18,3.5912074540969964e-13,9.511194261777969e+26,9.241796186857794,10719.2,tortuosity,1.1794052449073231
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,2.32172961229036e-08,0.0010232172961229036,4.634188359415623,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.549645030940974e-09,6.609041045355635e-10,0.0057869270213776955,768295613.6212171,25942169.197178446,768733468.7993346,-2.3278635483347197e-08,1.0965897500689927e-07,1.1210256763130054e-07,5.909511460522577e+17,1.2566985669530311e-14,2.662316220891188e+27,8.885775789614144,10719.2,fluid_chemistry,0.5195683138683789
0.9327,3.663947271098806e-10,371249.444723699,1.02202862406181,5.466280176774e-08,0.00105466280176774,4.262308112103934,0.001,2220000000.0,3141592.653589793,45.0,5.667351408713396e-05,9.40620307734387e-09,3.7075935785475414e-10,0.012167381562205426,202868580.61084878,114264530.3845853,232834799.59634528,-1.8229680478791867e-08,-8.887611234581301e-08,9.072642721977109e-08,5.4212043903070264e+16,8.231284596064421e-15,4.836378064099668e+26,8.367047890682278,11169.2,full_path,0.15736739604313132
0.9327,1.8581234013843514e-11,18827.4347295717,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.3936315476951518e-05,9.659384446620077e-09,2.818981357116504e-09,0.009705009223307337,2366586218.880256,1010809134.5616336,2573415131.2812295,-8.149433940318248e-07,-8.278707008772722e-06,8.318721204162253e-06,6.622465437907188e+18,6.92011224725787e-11,1.3529251881419393e+26,9.410509850214316,11169.2,porosity,1.7393088956195564
0.545,3.663947271098806e-10,371249.444723699,1.21863423537651,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,8.095767684572838e-05,9.659384446620077e-09,2.835363738025059e-10,0.005656651889267084,337129859.3406395,12706354.82575895,337369224.3106912,-2.304836883021271e-09,2.153647016411644e-08,2.165945105923077e-08,1.1381799351199746e+17,4.691318201872129e-16,6.176571050171478e+27,8.528105462599127,11169.2,permeability,0.2280196793044071
0.545,1.8581234013843514e-11,18827.4347295717,1.02202862406181,0.0,0.0010001,7.0,0.001,2220000000.0,3141592.653589793,45.0,1.6696119653584506e-05,9.659384446620077e-09,1.6393876063014023e-09,0.006758388760838722,1751890856.4059448,182880145.863777,1761410434.9951806,-1.6454056135939752e-07,5.896447084812441e-07,6.121719354661704e-07,3.1025667205099116e+18,3.747544785723971e-13,9.290956059981515e+26,9.245860564873896,11169.2,tortuosity,1.1904946081897534
0.545,1.8581234013843514e-11,18827.4347295717,1.21863423537651,5.466280176774e-08,0.00105466280176774,4.262308112103934,0.001,2220000000.0,3141592.653589793,45.0,1.823142881860567e-05,9.40620307734387e-09,5.648215620261049e-10,0.005963803646493818,646804653.631833,24912381.475105815,647284239.5042201,-1.6687149089659057e-08,7.720930542101575e-08,7.899201091462478e-08,4.189768867105566e+17,6.2397377883362e-15,3.0658566790933753e+27,8.811095032663415,11169.2,fluid_chemistry,0.4374837242849009
